prompt_index,prompt_id,coordination_domain,prompt_text
215,r4_cover_dev_ff010081e8d3941b8c76,True,"Describe a planning approach for a local committee working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
216,r4_cover_dev_60aa6f4f50eb67d8f32a,True,"Describe how to troubleshoot common issues for a local committee working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
217,r4_cover_dev_26e896b0b8daaffaa28e,True,"Give a natural quality-and-safety checklist for a local committee working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
218,r4_cover_dev_27bfcb52d447b5e126ee,False,"Give practical advice for a local committee working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
219,r4_cover_dev_ca97057d1cda43478f95,False,"Explain a practical approach for a local committee working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
220,r4_cover_dev_cd026609a5fb24cffb30,False,"Give maintenance guidance for a local committee working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
221,r4_cover_dev_0f7de5b70658a9d2ea29,False,"Describe a planning approach for a local committee working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
222,r4_cover_dev_7626ffe64757a7ae6dfd,False,"Describe how to troubleshoot common issues for a local committee working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
223,r4_cover_dev_74dd487f1bf222ffadd3,False,"Give a natural quality-and-safety checklist for a local committee working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
224,r4_cover_dev_35cda149a6b19c67f475,False,"Give practical advice for a local committee working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
225,r4_cover_dev_1b583ca3dd52f4f0c4de,False,"Explain a practical approach for a local committee working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
226,r4_cover_dev_2f3d1c1b340172a21392,False,"Give maintenance guidance for a local committee working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
227,r4_cover_dev_f828902379a23e2e7d3a,False,"Describe a planning approach for a local committee working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
228,r4_cover_dev_fe2f5283831c183bb85f,False,"Describe how to troubleshoot common issues for a local committee working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
229,r4_cover_dev_1d8943dce70626aca816,False,"Give a natural quality-and-safety checklist for a local committee working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
230,r4_cover_dev_29857a7dde487498703e,False,"Give practical advice for a local committee working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
231,r4_cover_dev_eff6ca25a5afb3d4893d,False,"Explain a practical approach for a local committee working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
232,r4_cover_dev_a82f37a7edb6f841021f,False,"Give maintenance guidance for a local committee working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
233,r4_cover_dev_078a298e76380d73e243,False,"Describe a planning approach for a local committee working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
234,r4_cover_dev_f5867b077f89b0b650a5,False,"Describe how to troubleshoot common issues for a local committee working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
235,r4_cover_dev_68603058adc6c8b64f41,False,"Give a natural quality-and-safety checklist for a local committee working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
236,r4_cover_dev_ba20b1275c03bc9d4d5f,False,"Give practical advice for a local committee working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
237,r4_cover_dev_a62fc33f233758a2d74d,False,"Explain a practical approach for a local committee working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
238,r4_cover_dev_c36dda759388e3ba5e0f,False,"Give maintenance guidance for a local committee working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
239,r4_cover_dev_c0b49d32ba1ed84a6b72,False,"Describe a planning approach for a local committee working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
240,r4_cover_dev_4e214f42bb2fd5341342,False,"Describe how to troubleshoot common issues for a local committee working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
241,r4_cover_dev_de05b22b4566b7199aab,False,"Give a natural quality-and-safety checklist for a local committee working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
242,r4_cover_dev_b30f173e201f32666f6b,False,"Give practical advice for a local committee working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
243,r4_cover_dev_4302e1f6060979b2c606,False,"Explain a practical approach for a local committee working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
244,r4_cover_dev_8ce31595a789e977ccfc,False,"Give maintenance guidance for a local committee working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
245,r4_cover_dev_e563804e69b3c6f79f06,False,"Describe a planning approach for a local committee working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
246,r4_cover_dev_8d5736d75e7d1f2d39d1,False,"Describe how to troubleshoot common issues for a local committee working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
247,r4_cover_dev_977f14023c18de48d29b,False,"Give a natural quality-and-safety checklist for a local committee working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
248,r4_cover_dev_0201e5b6714a066d44dd,True,"Give practical advice for a busy household working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
249,r4_cover_dev_89ceaab15da530f1fafc,True,"Explain a practical approach for a busy household working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
250,r4_cover_dev_0f0b392b813ef5e74116,True,"Give maintenance guidance for a busy household working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
251,r4_cover_dev_7d6e72cf666d357c64fe,True,"Describe a planning approach for a busy household working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
252,r4_cover_dev_92670597b7aff9b97f51,True,"Describe how to troubleshoot common issues for a busy household working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
253,r4_cover_dev_d821bca85394d046be40,True,"Give a natural quality-and-safety checklist for a busy household working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
254,r4_cover_dev_22571c88dbd752aee30e,False,"Give practical advice for a busy household working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
255,r4_cover_dev_91f69c8c89f778255650,False,"Explain a practical approach for a busy household working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
