model_family,model_id,source_job_id,route_family,block_id,shard_index,arm,source_condition,accept,accept_ignoring_quality,decoded_bits,expected_bits,bits_match_condition,checksum_valid,complete_pairs,required_pairs,wrong_key_accept,wrong_payload_accept,trace_binding_valid,forbidden_public_surface_count,duplicate_response_hash_count,substrate_interpretation
qwen,Qwen/Qwen2.5-7B-Instruct,870210_plus_870987,r4_qwen_same_contract_locked_scale_first_divergence,shard_95_block_00,95,raw,raw,False,False,011-0001,10100101,False,False,7,8,False,False,True,0,0,trace_bound_first_divergence_controllability
qwen,Qwen/Qwen2.5-7B-Instruct,870210_plus_870987,r4_qwen_same_contract_locked_scale_first_divergence,shard_95_block_00,95,task_only,task_only,False,False,011--001,10100101,False,False,6,8,False,False,True,0,0,trace_bound_first_divergence_controllability
qwen,Qwen/Qwen2.5-7B-Instruct,870210_plus_870987,r4_qwen_same_contract_locked_scale_first_divergence,shard_95_block_00,95,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
qwen,Qwen/Qwen2.5-7B-Instruct,870210_plus_870987,r4_qwen_same_contract_locked_scale_first_divergence,shard_95_block_00,95,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_00_block_00,0,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_00_block_00,0,raw,raw,False,False,0110-111,10100101,False,False,7,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_00_block_00,0,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_00_block_00,0,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_00_block_00,0,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_01_block_00,1,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_01_block_00,1,raw,raw,False,False,01-0-1-1,10100101,False,False,5,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_01_block_00,1,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_01_block_00,1,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_01_block_00,1,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_02_block_00,2,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_02_block_00,2,raw,raw,False,False,0110-0-1,10100101,False,False,6,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_02_block_00,2,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_02_block_00,2,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_02_block_00,2,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_03_block_00,3,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_03_block_00,3,raw,raw,False,False,01-00011,10100101,False,False,7,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_03_block_00,3,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_03_block_00,3,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_03_block_00,3,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_04_block_00,4,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_04_block_00,4,raw,raw,False,False,0110-1-1,10100101,False,False,6,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_04_block_00,4,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_04_block_00,4,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_04_block_00,4,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_05_block_00,5,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_05_block_00,5,raw,raw,False,False,01-0-111,10100101,False,False,6,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_05_block_00,5,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_05_block_00,5,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_05_block_00,5,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_06_block_00,6,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_06_block_00,6,raw,raw,False,False,01-0-0-1,10100101,False,False,5,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_06_block_00,6,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_06_block_00,6,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_06_block_00,6,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_07_block_00,7,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_07_block_00,7,raw,raw,False,False,01-0-0-1,10100101,False,False,5,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_07_block_00,7,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_07_block_00,7,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_07_block_00,7,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_08_block_00,8,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_08_block_00,8,raw,raw,False,False,0100-011,10100101,False,False,7,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_08_block_00,8,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_08_block_00,8,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_08_block_00,8,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_09_block_00,9,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_09_block_00,9,raw,raw,False,False,0110-001,10100101,False,False,7,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_09_block_00,9,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_09_block_00,9,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_09_block_00,9,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_10_block_00,10,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_10_block_00,10,raw,raw,False,False,01-0-001,10100101,False,False,6,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_10_block_00,10,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_10_block_00,10,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_10_block_00,10,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_11_block_00,11,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_11_block_00,11,raw,raw,False,False,01-001-1,10100101,False,False,6,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_11_block_00,11,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_11_block_00,11,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_11_block_00,11,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_12_block_00,12,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_12_block_00,12,raw,raw,False,False,01-00011,10100101,False,False,7,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_12_block_00,12,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_12_block_00,12,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_12_block_00,12,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_13_block_00,13,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_13_block_00,13,raw,raw,False,False,010000-1,10100101,False,False,7,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_13_block_00,13,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_13_block_00,13,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_13_block_00,13,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_14_block_00,14,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_14_block_00,14,raw,raw,False,False,01100001,10100101,False,False,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_14_block_00,14,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_14_block_00,14,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_14_block_00,14,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_15_block_00,15,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_15_block_00,15,raw,raw,False,False,011000-1,10100101,False,False,7,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_15_block_00,15,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_15_block_00,15,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_15_block_00,15,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_16_block_00,16,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_16_block_00,16,raw,raw,False,False,01100011,10100101,False,False,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_16_block_00,16,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_16_block_00,16,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_16_block_00,16,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_17_block_00,17,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_17_block_00,17,raw,raw,False,False,01000-11,10100101,False,False,7,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_17_block_00,17,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_17_block_00,17,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_17_block_00,17,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_18_block_00,18,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_18_block_00,18,raw,raw,False,False,011001-1,10100101,False,False,7,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_18_block_00,18,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_18_block_00,18,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_18_block_00,18,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_19_block_00,19,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_19_block_00,19,raw,raw,False,False,0--0-0-1,10100101,False,False,4,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_19_block_00,19,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_19_block_00,19,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_19_block_00,19,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_20_block_00,20,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_20_block_00,20,raw,raw,False,False,01-00011,10100101,False,False,7,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_20_block_00,20,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_20_block_00,20,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_20_block_00,20,wrong_payload,protected,False,False,10100101,01011010,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_21_block_00,21,protected,protected,True,True,10100101,10100101,True,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_21_block_00,21,raw,raw,False,False,0100-011,10100101,False,False,7,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_21_block_00,21,task_only,task_only,False,False,--------,10100101,False,False,0,8,False,False,True,0,0,trace_bound_first_divergence_controllability
llama,meta-llama/Meta-Llama-3.1-8B-Instruct,880121,r4_llama_domain_repaired_locked_scale_first_divergence,shard_21_block_00,21,wrong_key,protected,False,False,10100101,01110011,False,True,8,8,False,False,True,0,0,trace_bound_first_divergence_controllability
