source_id,model_family,variant_id,arm,block_id,rows,mean_score,row_accept_rate,block_detected
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,protected,shard_07,176,5.195093238409677,0.2159090909090909,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,protected,shard_08,272,4.511952256306493,0.20955882352941177,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,protected,shard_09,256,11.146947312729585,0.328125,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,protected,shard_10,176,16.104769188650998,0.3352272727272727,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,protected,shard_11,160,14.511247079977963,0.38125,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,protected,shard_12,272,12.517328642339232,0.3382352941176471,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,protected,shard_13,288,10.496142648866332,0.23958333333333334,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,protected,shard_14,40,8.28793784422608,0.3,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,raw,shard_00,192,-1.1022092340992646,0.0625,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,raw,shard_01,192,-5.69975652437691,0.026041666666666668,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,raw,shard_02,176,-2.7930247086937414,0.13068181818181818,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,raw,shard_03,144,-1.8327372978891923,0.0763888888888889,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,raw,shard_04,240,-6.918870819816307,0.04583333333333333,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,raw,shard_05,208,-5.632705405342354,0.0625,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,raw,shard_06,208,-4.846305178936518,0.03365384615384615,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,raw,shard_07,176,-6.003173645155024,0.05113636363636364,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,raw,shard_08,272,-2.70190180281085,0.07352941176470588,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,raw,shard_09,256,0.5814590538787175,0.09765625,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,raw,shard_10,176,-2.01662025376838,0.10227272727272728,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,raw,shard_11,160,3.9034521970714686,0.15,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,raw,shard_12,272,3.4952334111453167,0.1323529411764706,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,raw,shard_13,288,1.4228552698138586,0.08333333333333333,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,raw,shard_14,40,-3.346826324674782,0.025,False
